x-axis,1
second,Volt
+9.70000E-06,-455.84567E-06
+9.72500E-06,-462.67915E-06
+9.75000E-06,-452.58808E-06
+9.77500E-06,-434.23809E-06
+9.80000E-06,-441.33921E-06
+9.82500E-06,-435.65762E-06
+9.85000E-06,-447.47021E-06
+9.87500E-06,-431.38749E-06
+9.90000E-06,-437.27676E-06
+9.92500E-06,-431.17514E-06
+9.95000E-06,-436.69770E-06
+9.97500E-06,-442.23071E-06
+10.00000E-06,-432.53674E-06
+10.02500E-06,-410.38753E-06
+10.05000E-06,-420.80867E-06
+10.07500E-06,-453.24718E-06
+10.10000E-06,-444.40927E-06
+10.12500E-06,-448.22026E-06
+10.15000E-06,-435.02766E-06
+10.17500E-06,-446.57786E-06
+10.20000E-06,-451.62908E-06
+10.22500E-06,-434.01559E-06
+10.25000E-06,-448.83345E-06
+10.27500E-06,-428.86067E-06
+10.30000E-06,-444.51268E-06
+10.32500E-06,-440.31585E-06
+10.35000E-06,-428.60195E-06
+10.37500E-06,-440.68870E-06
+10.40000E-06,-428.02073E-06
+10.42500E-06,-427.79808E-06
+10.45000E-06,-444.88311E-06
+10.47500E-06,-413.74230E-06
+10.50000E-06,-450.47865E-06
+10.52500E-06,-463.04526E-06
+10.55000E-06,-467.66519E-06
+10.57500E-06,-447.57019E-06
+10.60000E-06,-443.28784E-06
+10.62500E-06,-444.96025E-06
+10.65000E-06,-454.28537E-06
+10.67500E-06,-439.89902E-06
+10.70000E-06,-443.45733E-06
+10.72500E-06,-431.30649E-06
+10.75000E-06,-458.43032E-06
+10.77500E-06,-424.02923E-06
+10.80000E-06,-424.83257E-06
+10.82500E-06,-444.32940E-06
+10.85000E-06,-430.72550E-06
+10.87500E-06,-434.74201E-06
+10.90000E-06,-460.70390E-06
+10.92500E-06,-449.08560E-06
+10.95000E-06,-430.10136E-06
+10.97500E-06,-431.53264E-06
+11.00000E-06,-441.70854E-06
+11.02500E-06,-424.93300E-06
+11.05000E-06,-440.93635E-06
+11.07500E-06,-441.14277E-06
+11.10000E-06,-444.10231E-06
+11.12500E-06,-415.24034E-06
+11.15000E-06,-431.22426E-06
+11.17500E-06,-455.39933E-06
+11.20000E-06,-430.85519E-06
+11.22500E-06,-441.41240E-06
+11.25000E-06,-426.11615E-06
+11.27500E-06,-420.66469E-06
+11.30000E-06,-438.38294E-06
+11.32500E-06,-434.32417E-06
+11.35000E-06,-448.15704E-06
+11.37500E-06,-441.02077E-06
+11.40000E-06,-438.86756E-06
+11.42500E-06,-415.14066E-06
+11.45000E-06,-410.05407E-06
+11.47500E-06,-452.12567E-06
+11.50000E-06,-444.37153E-06
+11.52500E-06,-414.39982E-06
+11.55000E-06,-440.48718E-06
+11.57500E-06,-436.68180E-06
+11.60000E-06,-426.35515E-06
+11.62500E-06,-414.15410E-06
+11.65000E-06,-430.11068E-06
+11.67500E-06,-428.38009E-06
+11.70000E-06,-450.22001E-06
+11.72500E-06,-446.37395E-06
+11.75000E-06,-422.79333E-06
+11.77500E-06,-436.64130E-06
+11.80000E-06,-439.75553E-06
+11.82500E-06,-427.46798E-06
+11.85000E-06,-422.42477E-06
+11.87500E-06,-424.61044E-06
+11.90000E-06,-439.86707E-06
+11.92500E-06,-419.78386E-06
+11.95000E-06,-418.84091E-06
+11.97500E-06,-440.78155E-06
+12.00000E-06,-427.72100E-06
+12.02500E-06,-436.65685E-06
+12.05000E-06,-444.39202E-06
+12.07500E-06,-423.91828E-06
+12.10000E-06,-430.97880E-06
+12.12500E-06,-439.91602E-06
+12.15000E-06,-420.38832E-06
+12.17500E-06,-427.85147E-06
+12.20000E-06,-423.47169E-06
+12.22500E-06,-414.29654E-06
+12.25000E-06,-429.28409E-06
+12.27500E-06,-431.31273E-06
+12.30000E-06,-416.36055E-06
+12.32500E-06,-428.94716E-06
+12.35000E-06,-433.58082E-06
+12.37500E-06,-429.07343E-06
+12.40000E-06,-449.27031E-06
+12.42500E-06,-436.13742E-06
+12.45000E-06,-459.64051E-06
+12.47500E-06,-441.55801E-06
+12.50000E-06,-437.78295E-06
+12.52500E-06,-419.69886E-06
+12.55000E-06,-433.34699E-06
+12.57500E-06,-441.80924E-06
+12.60000E-06,-416.69429E-06
+12.62500E-06,-429.62493E-06
+12.65000E-06,-418.09650E-06
+12.67500E-06,-422.02527E-06
+12.70000E-06,-408.25619E-06
+12.72500E-06,-424.47846E-06
+12.75000E-06,-426.85284E-06
+12.77500E-06,-434.75794E-06
+12.80000E-06,-419.88234E-06
+12.82500E-06,-434.94297E-06
+12.85000E-06,-448.26584E-06
+12.87500E-06,-430.07158E-06
+12.90000E-06,-433.55932E-06
+12.92500E-06,-439.82635E-06
+12.95000E-06,-440.96460E-06
+12.97500E-06,-452.63055E-06
+13.00000E-06,-441.12734E-06
+13.02500E-06,-443.01385E-06
+13.05000E-06,-432.53569E-06
+13.07500E-06,-444.92142E-06
+13.10000E-06,-439.04906E-06
+13.12500E-06,-436.10103E-06
+13.15000E-06,-437.93574E-06
+13.17500E-06,-442.32949E-06
+13.20000E-06,-432.31817E-06
+13.22500E-06,-439.75080E-06
+13.25000E-06,-435.32610E-06
+13.27500E-06,-432.34316E-06
+13.30000E-06,-428.26127E-06
+13.32500E-06,-425.37981E-06
+13.35000E-06,-441.94081E-06
+13.37500E-06,-432.00381E-06
+13.40000E-06,-442.56507E-06
+13.42500E-06,-446.48155E-06
+13.45000E-06,-432.42077E-06
+13.47500E-06,-444.25889E-06
+13.50000E-06,-451.54972E-06
+13.52500E-06,-422.49787E-06
+13.55000E-06,-435.02026E-06
+13.57500E-06,-434.45433E-06
+13.60000E-06,-438.09129E-06
+13.62500E-06,-439.09871E-06
+13.65000E-06,-456.82371E-06
+13.67500E-06,-449.76001E-06
+13.70000E-06,-458.14958E-06
+13.72500E-06,-458.69207E-06
+13.75000E-06,-449.04208E-06
+13.77500E-06,-455.39499E-06
+13.80000E-06,-448.32635E-06
+13.82500E-06,-443.71981E-06
+13.85000E-06,-423.88947E-06
+13.87500E-06,-448.92685E-06
+13.90000E-06,-439.59514E-06
+13.92500E-06,-436.71803E-06
+13.95000E-06,-437.84039E-06
+13.97500E-06,-417.98656E-06
+14.00000E-06,-442.11487E-06
+14.02500E-06,-422.62993E-06
+14.05000E-06,-453.05409E-06
+14.07500E-06,-423.66017E-06
+14.10000E-06,-467.61151E-06
+14.12500E-06,-421.89038E-06
+14.15000E-06,-448.28781E-06
+14.17500E-06,-467.54990E-06
