Cp,Voltage
546.4354E-12,-200.0000E+0
594.4127E-12,-190.0000E+0
558.7747E-12,-180.0000E+0
586.2645E-12,-170.0000E+0
654.0646E-12,-160.0000E+0
566.2323E-12,-150.0000E+0
599.7078E-12,-140.0000E+0
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
